BatchId;PDatTime;ProcessTime;AG2100;AG2100;AG2100;AG2100;DPRESS;DPRESS;DPRESS;DPRESS;F_PERM;P2500;P2500;P2500;P2500;P3000;P3000;P3000;P3000;P3000_T;PIR2600;PIR2700;PIRC2500;PIRC2500;PIRC2500;PIRC2500;QIR2000;QIR2100;TIR2100;TMP;WIR2700;WIRC2100;WIRC2100;WIRC2100;WIRC2100
20250324 50E15 DN 570 UF1;3/24/2025 12:41:48 PM;0.0981055555555556;200;200;1;20;1.1675;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.136;-0.173;0;2.0975;1.9165;0;0;0;22.17;2.1555;62.024173;227;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:41:53 PM;0.0994972222222222;200;200;1;20;0.9765;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.167;-0.175;0;1.971;1.9165;0;0;0;22.185;2.095;63.224157;226;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:41:58 PM;0.100891666666667;200;200;1;20;0.99;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.164;-0.1775;0;1.972;1.9165;0;0;0;22.215;2.1015;63.974147;225.2;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:03 PM;0.102286111111111;200;200;1;20;1.0645;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.171;-0.172;0;2.0775;1.9165;0;0;0;22.215;2.138;64.874135;224.3;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:08 PM;0.103677777777778;200;200;1;20;1.07;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.1315;-0.174;0;2.011;1.9165;0;0;0;22.23;2.095;65.699124;223.5;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:13 PM;0.105069444444444;200;200;1;20;1.082;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.1495;-0.1735;0;2.0585;1.9165;0;0;0;22.23;2.136;66.974107;222.4;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:18 PM;0.106461111111111;200;200;1;20;1.082;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.1495;-0.1735;0;2.0585;1.9165;0;0;0;22.23;2.136;66.974107;222.4;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:23 PM;0.10785;200;200;1;20;0.9575;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.1585;-0.1755;0;1.9515;1.9165;0;0;0;22.215;2.0855;67.799096;221.3;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:28 PM;0.109238888888889;200;200;1;20;1.053;0;0;-1;10.57;10;10;10;1;100;0;0;0;0;1.128;-0.1755;0;2.017;1.9165;0;0;0;22.23;2.094;68.624085;220.7;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:33 PM;0.110630555555556;200;200;1;20;0.949;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.1315;-0.176;0;1.917;1.9165;0;0;0;22.23;2.0385;69.599072;219.6;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:38 PM;0.112022222222222;200;200;1;20;1.1175;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.1165;-0.174;0;2.032;1.9165;0;0;0;22.245;2.114;70.424061;218.7;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:43 PM;0.113411111111111;200;200;1;20;1.0685;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.159;-0.174;0;2.0435;1.9165;0;0;0;22.245;2.139;71.399048;217.8;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:48 PM;0.114805555555556;200;200;1;20;1.0495;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.1055;-0.1745;0;1.9765;1.9165;0;0;0;22.245;2.0675;72.374035;216.8;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:53 PM;0.116197222222222;200;200;1;20;1.1375;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.1515;-0.173;0;2.102;1.9165;0;0;0;22.26;2.1665;73.274023;215.9;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:42:58 PM;0.117588888888889;200;200;1;20;0.976;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.167;-0.175;0;1.9765;1.9165;0;0;0;22.275;2.105;74.099012;215;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:03 PM;0.118980555555556;200;200;1;20;1.1505;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.116;-0.174;0;2.0645;1.9165;0;0;0;22.26;2.1315;75.073999;214;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:08 PM;0.120372222222222;200;200;1;20;0.961;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.134;-0.1755;0;1.954;1.9165;0;0;0;22.26;2.0445;76.198984;213.2;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:13 PM;0.121763888888889;200;200;1;20;1.0585;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.121;-0.175;0;2.008;1.9165;0;0;0;22.275;2.0795;77.023973;212.2;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:18 PM;0.123158333333333;200;200;1;20;1.1145;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.14;-0.174;0;2.0595;1.9165;0;0;0;22.26;2.138;77.99896;211.2;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:23 PM;0.124547222222222;200;200;1;20;0.9685;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.103;-0.1755;0;1.917;1.9165;0;0;0;22.26;2.016;78.973947;210.4;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:28 PM;0.125936111111111;200;200;1;20;1.2;0;0;-1;10.86;10;10;10;1;100;0;0;0;0;1.1325;-0.173;0;2.1185;1.9165;0;0;0;22.275;2.166;79.798936;209.5;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:33 PM;0.127327777777778;200;200;1;20;1.002;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.1435;-0.175;0;1.97;1.9165;0;0;0;22.245;2.0785;80.698924;208.6;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:38 PM;0.128722222222222;200;200;1;20;1.0765;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.154;-0.1755;0;2.0365;1.9165;0;0;0;22.26;2.1295;81.823909;207.6;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:43 PM;0.130111111111111;200;200;1;20;1.0765;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.154;-0.1755;0;2.0365;1.9165;0;0;0;22.26;2.1295;81.823909;207.6;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:48 PM;0.131502777777778;200;200;1;20;1.112;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.139;-0.1735;0;2.068;1.9165;0;0;0;22.26;2.125;82.573899;206.7;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:53 PM;0.132897222222222;200;200;1;20;1.006;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.124;-0.1755;0;1.9685;1.9165;0;0;0;22.245;2.059;83.398888;205.8;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:43:58 PM;0.134286111111111;200;200;1;20;1.097;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.1385;-0.1745;0;2.0675;1.9165;0;0;0;22.26;2.1265;84.598872;204.7;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:44:03 PM;0.135677777777778;200;200;1;20;1.041;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.1505;-0.174;0;2.007;1.9165;0;0;0;22.245;2.1065;85.423861;203.9;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:44:08 PM;0.137069444444444;200;200;1;20;1.1215;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.106;-0.175;0;2.0485;1.9165;0;0;0;22.245;2.1035;86.173851;203.1;0;100;0
20250324 50E15 DN 570 UF1;3/24/2025 12:44:13 PM;0.138463888888889;200;200;1;20;1.053;0;0;-1;10.29;10;10;10;1;100;0;0;0;0;1.1505;-0.1735;0;2.048;1.9165;0;0;0;22.26;2.1095;87.223837;202.1;0;100;0
